"group1","group2","weight"
"The Nashville Singer, Musician and Songwriter Meetup Group","Nashville Faith & Skepticism Meetup",1
"The Nashville Singer, Musician and Songwriter Meetup Group","All Things Angular",1
"The Nashville Singer, Musician and Songwriter Meetup Group","Mastermind Business Networkers",2
"The Nashville Singer, Musician and Songwriter Meetup Group","Beer and Bible Nashville",2
"The Nashville Singer, Musician and Songwriter Meetup Group","The Nashville Web Design Meetup Group",1
"The Nashville Singer, Musician and Songwriter Meetup Group","Philosophy, Science, Religion and Ethics.",1
"The Nashville Singer, Musician and Songwriter Meetup Group","Nashville Professional Photography Meetup by ASMP Tennessee",1
"The Nashville Singer, Musician and Songwriter Meetup Group","Board Game Lovers Meetup",1
"The Nashville Singer, Musician and Songwriter Meetup Group","Music City Jazz Fans",1
"The Nashville Singer, Musician and Songwriter Meetup Group","Christian Business Leaders Roundtable | CEO Fellowship",1
"The Nashville Singer, Musician and Songwriter Meetup Group","Advanced Audio + Applications Exchange (A3E) - Nashville",2
"The Nashville Singer, Musician and Songwriter Meetup Group","Nashville Podcasters",1
"The Nashville Singer, Musician and Songwriter Meetup Group","Nashville Christian Universalists",1
"The Nashville Singer, Musician and Songwriter Meetup Group","Team Green Adventures",1
"The Nashville Singer, Musician and Songwriter Meetup Group","Nashville Music Programmers",1
"Middle Tennessee Kayak Lessons Meetup","Nashville Hiking Meetup",1
"Middle Tennessee Kayak Lessons Meetup","Middle Tennessee Hiking Meetup",1
"Middle Tennessee Kayak Lessons Meetup","Nashville Backpacker Meetup",1
"Middle Tennessee Kayak Lessons Meetup","Lesbians in the Workplace, Nashville",1
"Middle Tennessee Kayak Lessons Meetup","Paddle Adventures Unlimited",4
"Middle Tennessee Kayak Lessons Meetup","Nashville Kayak Lessons",1
"The Nashville Writers Meetup","Nashville Online Business Strategy Meetup",2
"The Nashville Writers Meetup","Art of Living",1
"The Nashville Writers Meetup","Stepping Out Social Dance Meetup",3
"The Nashville Writers Meetup","Bellevue Business Networking Meetup",1
"The Nashville Writers Meetup","WordPress Nashville",2
"The Nashville Writers Meetup","Nashville Filmmakers",3
"The Nashville Writers Meetup","Nashville Science Fiction Book Club",1
"The Nashville Writers Meetup","The Nashville Chinese Language and Culture Meetup Group",1
"The Nashville Writers Meetup","Eat Love Nash",1
"The Nashville Writers Meetup","Nashville Area Gamer Association - NAGA",1
"The Nashville Writers Meetup","PROVIDENT LIVING & SELF-RELIANCE",1
"The Nashville Writers Meetup","Nashville Amnesty International",1
"The Nashville Writers Meetup","Volunteer Nashville",1
"The Nashville Writers Meetup","Nashville Modern Excel & Power BI User Group",1
"The Nashville Writers Meetup","One Dharma Nashville Meditation Group",1
"The Nashville Writers Meetup","Enneagram Nashville",1
"The Nashville Writers Meetup","20s in Nashville",2
"The Nashville Writers Meetup","Nashville Classic and Contemporary Fiction Group (for women)",1
"The Nashville Writers Meetup","NASHVILLE WRITERS HOUSE",3
"The Nashville Writers Meetup","Get Out 'N Game - Nashville",1
"The Nashville Writers Meetup","Paddle Adventures Unlimited",1
"The Nashville Writers Meetup","Nashville Kayak Lessons",1
"The Nashville Writers Meetup","Nashville Pilgrimage Hiking & Walking Meetup Group",1
"The Nashville Writers Meetup","Spiritual Psychology and Consciousness Group",1
"The Nashville Writers Meetup","What the Pho!",2
"The Nashville Writers Meetup","Code for Nashville",2
"The Nashville Writers Meetup","Nashville Business Strategy Meetup",1
"The Nashville Writers Meetup","The Nashville Songwriters Meetup Group",5
"The Nashville Writers Meetup","Women's  Business Network",1
"The Nashville Writers Meetup","Green Hills Stampin' and Scrapbooking Meetup",1
"The Nashville Writers Meetup","Nashville SEO & Internet Marketing, Over 1,600 Members!",2
"The Nashville Writers Meetup","The Iron Yard - Nashville",1
"The Nashville Writers Meetup","Nashville Alternative Health & Wellness",1
"The Nashville Writers Meetup","1-on-1 Conversations Nashville",1
"The Nashville Writers Meetup","Her Heart Project",1
"The Nashville Writers Meetup","All Things Angular",1
"The Nashville Writers Meetup","SCORE Nashville Events, Networking and Workshops",1
"The Nashville Writers Meetup","Mastermind Business Networkers",1
"The Nashville Writers Meetup","Nashville Ladies Volunteering and Having Fun",1
"The Nashville Writers Meetup","Nashville Psychic Meetup",1
"The Nashville Writers Meetup","Brentwood TN Conversational Spanish Language Meetup Group",1
"The Nashville Writers Meetup","Nashville Christian Singles",2
"The Nashville Writers Meetup","Nashville Online Entrepreneurs",1
"The Nashville Writers Meetup","Nashville Chess and Chat Meetup",1
"The Nashville Writers Meetup","Nashville Spanish Meetup",1
"The Nashville Writers Meetup","Women 'n' Wine of Williamson County",1
"The Nashville Writers Meetup","Sunday Assembly Nashville",1
"The Nashville Writers Meetup","The Nashville Microsoft Azure Users Group",1
"The Nashville Writers Meetup","Arts Council of Williamson County",1
"The Nashville Writers Meetup","¡Diablos Que Bailan! (Salsa Nashville)",1
"The Nashville Writers Meetup","Movie Lovers:  New, Classic, and Foreign Films Meetup",1
"The Nashville Writers Meetup","Make Nashville Meetup",1
"The Nashville Writers Meetup","Narrowcasting Your Passion",1
"The Nashville Writers Meetup","Middle TN 40+ singles",1
"The Nashville Writers Meetup","North Nashville Party Chicks",1
"The Nashville Writers Meetup","The Greater Nashville RPG and Board Gamers Group",1
"Citizens Climate Lobby Nashville","Middle Tennessee Sierra Club Outings and Adventures",1
"Citizens Climate Lobby Nashville","Nashville Classic and Contemporary Fiction Group (for women)",1
"Citizens Climate Lobby Nashville","Thrills and Chills Book Club",1
"Citizens Climate Lobby Nashville","Science Club Nashville",1
"Citizens Climate Lobby Nashville","Transition Nashville",1
"Center for Sustainable Stewardship","Middle Tennessee Sierra Club Outings and Adventures",1
"Center for Sustainable Stewardship","Big East Fork Folk / Jazz Music Meetup",3
"Center for Sustainable Stewardship","Tennessee Americans United for Separation of Church & State",1
"Center for Sustainable Stewardship","Intellectual Society of Greater Nashville",2
"Center for Sustainable Stewardship","Big East Fork Hiking & Breakfast Club",1
"Center for Sustainable Stewardship","Movie Meet up at Big East Fork",2
"Center for Sustainable Stewardship","Big East Fork Yoga, Mind/Body, and Wellness",2
"Smyrna Yoga Zumba & Boot Camp Women Only","Stepping Out Social Dance Meetup",1
"Smyrna Yoga Zumba & Boot Camp Women Only","Vegan Food & Friends",1
"Smyrna Yoga Zumba & Boot Camp Women Only","Outdoor Fit - HIIT",1
"Smyrna Yoga Zumba & Boot Camp Women Only","Nashville Psychic Meetup",1
"Smyrna Yoga Zumba & Boot Camp Women Only","Make Nashville Meetup",1
"Smyrna Yoga Zumba & Boot Camp Women Only","NASHVILLE REIKI & OILS",1
"Smyrna Yoga Zumba & Boot Camp Women Only","Nashville Christian Singles",1
"The Data Warehouse Institute (TDWI) Nashville Meetup","Brentwood Artificial Intelligence Meetup",1
"The Data Warehouse Institute (TDWI) Nashville Meetup","Nashville Artificial Intelligence Society",1
"The Data Warehouse Institute (TDWI) Nashville Meetup","Nashville Online Business Strategy Meetup",1
"The Data Warehouse Institute (TDWI) Nashville Meetup","Nashville Conda, R, Julia Users Group",2
"The Data Warehouse Institute (TDWI) Nashville Meetup","The Iron Yard - Nashville",1
"The Data Warehouse Institute (TDWI) Nashville Meetup","Nashville PowerShell User Group (NashPUG)",1
"The Data Warehouse Institute (TDWI) Nashville Meetup","All Things Angular",1
"The Data Warehouse Institute (TDWI) Nashville Meetup","WordPress Nashville",1
"The Data Warehouse Institute (TDWI) Nashville Meetup","Nashville DevOps Meetup",1
"The Data Warehouse Institute (TDWI) Nashville Meetup","NashBI",2
"The Data Warehouse Institute (TDWI) Nashville Meetup","Nashville PHP User Group",1
"The Data Warehouse Institute (TDWI) Nashville Meetup","PROVIDENT LIVING & SELF-RELIANCE",1
"The Data Warehouse Institute (TDWI) Nashville Meetup","Nashville Women Programmers",2
"The Data Warehouse Institute (TDWI) Nashville Meetup","Data Science Nashville",1
"The Data Warehouse Institute (TDWI) Nashville Meetup","Nashville Machine Learning Meetup",1
"The Data Warehouse Institute (TDWI) Nashville Meetup","Nashville Modern Excel & Power BI User Group",5
"The Data Warehouse Institute (TDWI) Nashville Meetup","Franklin Developer Lunch & Learn",2
"The Data Warehouse Institute (TDWI) Nashville Meetup","Christian Business Leaders Roundtable | CEO Fellowship",1
"The Data Warehouse Institute (TDWI) Nashville Meetup","The Nashville Microsoft Azure Users Group",2
"Fun Happenings Travel & Adventure Group","What the Pho!",3
"Fun Happenings Travel & Adventure Group","Mount Juliet/Wilson County Hiking & Outdoors",1
"Fun Happenings Travel & Adventure Group","Stepping Out Social Dance Meetup",3
"Fun Happenings Travel & Adventure Group","Nashville Backpacker Meetup",1
"Fun Happenings Travel & Adventure Group","Ambrosia - Friends, Food and Fun",1
"Fun Happenings Travel & Adventure Group","Explorer Chicks of Nashville: Adventure Awaits!",1
"Fun Happenings Travel & Adventure Group","Middle Tennessee Motorcycle Riders",1
"Fun Happenings Travel & Adventure Group","Networking for Charity",1
"Fun Happenings Travel & Adventure Group","Eat Love Nash",1
"Fun Happenings Travel & Adventure Group","Wine, Women, and the World",1
"Fun Happenings Travel & Adventure Group","Nashville Hiking Meetup",1
"Fun Happenings Travel & Adventure Group","Nashville Spanish Meetup",1
"Fun Happenings Travel & Adventure Group","Nashville Outdoor Adventures Club",1
"Fun Happenings Travel & Adventure Group","Volunteer Nashville",1
"Fun Happenings Travel & Adventure Group","The Joy of Dining Out with Friends Meetup",1
"Fun Happenings Travel & Adventure Group","Team Green Adventures",1
"Fun Happenings Travel & Adventure Group","Nashville World Travelers",1
"Fun Happenings Travel & Adventure Group","Fun Happenings Social Group-Nashvilles Most Fun Social Group",6
"Fun Happenings Travel & Adventure Group","Nashville Skiing Meetup",2
"Fun Happenings Travel & Adventure Group","Strictly Belcourt",1
"Fun Happenings Travel & Adventure Group","Paddle Adventures Unlimited",3
"Music City Singles","Nashville Young Professionals Meetup",2
"Music City Singles","Single in the City Live",1
"Music City Singles","Nashville Socials and Events!",1
"Music City Singles","Nashville Game Developers",1
"Music City Singles","Transplant Nashville",1
"Music City Singles","Greater Nashville Networking Group",1
"Music City Singles","Nashville Christian Singles",1
"Music City Singles","Eat Love Nash",1
"Music City Singles","Nashville Area Gamer Association - NAGA",1
"Music City Singles","NashDash Dating!",1
"Nashville Blockchain Meetup","Nash.rb",1
"Nashville Blockchain Meetup","Nashville Christian Technologists and Entrepreneurs",1
"Nashville Blockchain Meetup","Nashville Backpacker Meetup",1
"Nashville Blockchain Meetup","WordPress Nashville",2
"Nashville Blockchain Meetup","Eat Love Nash",1
"Nashville Blockchain Meetup","Let's Talk Franklin Toastmasters Club",1
"Nashville Blockchain Meetup","Tails of the Trail",1
"Nashville Blockchain Meetup","Nashville Cloudera User Group",1
"Nashville Blockchain Meetup","Nashville Virtual Reality Meetup",1
"Nashville Blockchain Meetup","Nashville Modern Excel & Power BI User Group",5
"Nashville Blockchain Meetup","Nashville .NET User Group",1
"Nashville Blockchain Meetup","Skeleton Cru",1
"Nashville Blockchain Meetup","Fun Happenings Social Group-Nashvilles Most Fun Social Group",1
"Nashville Blockchain Meetup","Intellectual Society of Greater Nashville",1
"Nashville Blockchain Meetup","Nashville Software Beginners",3
"Nashville Blockchain Meetup","Paddle Adventures Unlimited",1
"Nashville Blockchain Meetup","Nashville SEO & Internet Marketing, Over 1,600 Members!",2
"Nashville Blockchain Meetup","Nashville Conda, R, Julia Users Group",1
"Nashville Blockchain Meetup","Transplant Nashville",1
"Nashville Blockchain Meetup","The Iron Yard - Nashville",5
"Nashville Blockchain Meetup","Real Estate Investors of Nashville Meetup Group",1
"Nashville Blockchain Meetup","Grace Business Networking Group",1
"Nashville Blockchain Meetup","Nashville DevOps Meetup",1
"Nashville Blockchain Meetup","Nashville UX",8
"Nashville Blockchain Meetup","Tennessee Red Hat User Group (RHUG)",1
"Nashville Blockchain Meetup","Data Science Nashville",3
"Nashville Blockchain Meetup","Nashville Online Entrepreneurs",1
"Nashville Blockchain Meetup","Nashville Mobile Developers",6
"Nashville Blockchain Meetup","NashSec",1
"Nashville Blockchain Meetup","Nashville Machine Learning Meetup",1
"Nashville Blockchain Meetup","Design Thinking Nashville",4
"Nashville Blockchain Meetup","Nashville Bitcoin Meetup",6
"Nashville Blockchain Meetup","The Nashville Microsoft Azure Users Group",1
"Nashville Blockchain Meetup","Make Nashville Meetup",2
"Nashville Blockchain Meetup","Nashville Product Meetup",5
"Nashville Blockchain Meetup","Serial Tanks Meetup",1
"Nashville Blockchain Meetup","Nashville Online Business Strategy Meetup",1
"Nashville Blockchain Meetup","GrowNashville: Startup Entrepreneurs, Hackers, & Web Experts",1
"Nashville Blockchain Meetup","Network Middle Tennessee",1
"Nashville Blockchain Meetup","NashReact",3
"Nashville Blockchain Meetup","Nashville Psychedelic Society",1
"Nashville Blockchain Meetup","Nashville: CryptoCurrency University",2
"Nashville Blockchain Meetup","Nashville PHP User Group",3
"Nashville Blockchain Meetup","Events of the Camera Club Council of Tennessee",1
"Nashville Blockchain Meetup","Nashville Docker Meetup",2
"Nashville Blockchain Meetup","One Dharma Nashville Meditation Group",1
"Nashville Blockchain Meetup","Nashville Bloggers",1
"Nashville Blockchain Meetup","Nashville Salesforce Admins & Developers Group",1
"Nashville Blockchain Meetup","PyNash",4
"Nashville Blockchain Meetup","Nashville Java Users' Group",4
"Nashville Blockchain Meetup","What the Pho!",1
"Nashville Blockchain Meetup","Code for Nashville",4
"Nashville Blockchain Meetup","Nashville Faith & Skepticism Meetup",1
"Nashville Blockchain Meetup","Greater Nashville Healthcare Analytics",4
"Nashville Blockchain Meetup","All Things Angular",1
"Nashville Blockchain Meetup","Ethereum Nashville",14
"Nashville Blockchain Meetup","Mastermind Business Networkers",1
"Nashville Blockchain Meetup","GREEN Investment Club, Nashville",1
"Nashville Blockchain Meetup","NashMicro - The Nashville Microcontroller Makers Group",3
"Nashville Blockchain Meetup","Agile Nashville User Group",3
"Nashville Blockchain Meetup","MTRAS ~ MidTn Robotic Arts Society",1
"Nashville Blockchain Meetup","NashBI",1
"Nashville Blockchain Meetup","Nashville Women Programmers",1
"Nashville Blockchain Meetup","Nashville Chess and Chat Meetup",1
"Nashville Blockchain Meetup","Meet Mount Juliet Networking Mixer",1
"Nashville Blockchain Meetup","Christian Business Leaders Roundtable | CEO Fellowship",1
"Nashville Blockchain Meetup","Nashville Amazon Web Services User Group",2
"Nashville Blockchain Meetup","Nashville Podcasters",1
"Nashville Blockchain Meetup","NashJS",4
"Nashville Blockchain Meetup","Nashville Music Programmers",1
"Science Club Nashville","Tennessee Americans United for Separation of Church & State",3
"Science Club Nashville","Bellevue Business Networking Meetup",1
"Science Club Nashville","State & Local Government Developers Network",1
"Science Club Nashville","Eat Love Nash",2
"Science Club Nashville","Nashville PHP User Group",1
